Dist_Name,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Fatalities_per_1000,Injured_per_1000,Impact_Score,Impact_Level,Dist_Name_clean,Flood_Count,Avg_Flood_Duration,Max_Flood_Duration,Total_Flood_Duration,Districts_clean,Event_Impact,DFSI,Population_Density,Supply_Priority_Score,Supply_Priority_Level
Ukhrul,0,0,178796,7.0,0.0,0.0,0.7000000000000001,Low,ukhrul,0.0,0.0,0.0,0.0,,0.0,0,0.013339005272904398,0.003831070450855064,Low
Noney,56,18,58122,6.0,0.9634905887615706,0.3096934035305048,1.2365919961460379,Low,noney,1.0,1.0,1.0,1.0,noney,28.8,0,0.004336168954964034,0.05744135343313925,Low
Pherzawl,0,0,54252,7.0,0.0,0.0,0.7000000000000001,Low,pherzawl,0.0,0.0,0.0,0.0,,0.0,0,0.004047449126745617,0.003815947111386376,Low
Ribhoi,14,1,389832,3.0,0.03591290607235938,0.002565207576597098,0.3192390568244783,Low,ribhoi,0.0,0.0,0.0,0.0,,0.0,0,0.029083263068227852,0.0013777244357909277,Low
West Khasi Hills,18,5,341864,3.0,0.05265251679030258,0.014625699108417382,0.33363910794936,Low,west khasi hills,5.0,2.8,10.0,14.0,west khasi hills,5.7,0,0.025504629290454984,0.027019652705206856,Low
East Jaintia Hills,4,0,150787,5.0,0.026527485791215423,0.0,0.5132637428956077,Low,east jaintia hills,3.0,1.0,1.0,3.0,east jaintia hills,6.8,0,0.011249404841749454,0.02344574396371603,Low
East Khasi Hills,20,9,1005453,2.0,0.019891531478845852,0.008951189165480634,0.21442136032216325,Low,east khasi hills,9.0,2.0,10.0,18.0,east khasi hills,6.7,0,0.07501142569552756,0.04097284627091481,Low
South Garo Hills,20,0,190314,3.0,0.10508948369536661,0.0,0.35254474184768336,Low,south garo hills,1.0,1.0,1.0,1.0,south garo hills,1.6,0,0.014198301133736367,0.007429852151941257,Low
West Garo Hills,28,0,701102,3.0,0.03993712755062744,0.0,0.31996856377531374,Low,west garo hills,9.0,2.0,10.0,18.0,west garo hills,1.2000000000000002,0,0.052305439019015076,0.032671023469899786,Low
East Garo Hills,20,0,188522,4.0,0.10608841408429785,0.0,0.4530442070421489,Low,east garo hills,1.0,1.0,1.0,1.0,east garo hills,0.0,0,0.014064609678395953,0.0054797143481219715,Low
West Jaintia Hills,4,0,372716,3.0,0.010732031895598794,0.0,0.30536601594779944,Low,west jaintia hills,1.0,1.0,1.0,1.0,west east jaintia hills,0.0,0,0.02780633061867064,0.004540611272572039,Low
South West Khasi Hills,5,0,136573,3.0,0.03661045741105489,0.0,0.31830522870552747,Low,south west khasi hills,1.0,1.0,1.0,1.0,south west khasi hills,0.4,0,0.010188974961052664,0.005247235530340683,Low
North Garo Hills,13,0,191024,5.0,0.0680542759025044,0.0,0.5340271379512522,Low,north garo hills,1.0,10.0,10.0,10.0,north garo hills,0.0,0,0.014251270404546464,0.0060072634774229975,Low
South West Garo Hills,13,0,161524,5.0,0.08048339565637304,0.0,0.5402416978281865,Low,south west garo hills,2.0,5.5,10.0,11.0,south west garo hills,0.0,0,0.012050434504690318,0.009299428327146522,Low
Kolasib,7,0,125377,4.0,0.055831611858634354,0.0,0.4279158059293172,Low,kolasib,0.0,0.0,0.0,0.0,,0.0,0,0.009353701783602175,0.002053159693853955,Low
Aizawl,154,42,483635,2.0,0.31842195043783017,0.08684235011940823,0.4026321502786192,Low,aizawl,13.0,1.0769230769230769,2.0,14.0,aizawl,73.60000000000001,0,0.036081398997522975,0.16404532830514393,Low
Mamit,7,0,138551,3.0,0.05052291214065579,0.0,0.3252614560703279,Low,mamit,1.0,1.0,1.0,1.0,mamit,0.0,0,0.01033654287325319,0.004641707411271718,Low
Champhai,9,8,136805,3.0,0.06578706918606776,0.05847739483206023,0.362132232009064,Low,champhai,3.0,1.0,1.0,3.0,champhai,3.2,0,0.010206283229824415,0.016600577326045186,Low
Serchhip,8,1,61426,3.0,0.13023800996320778,0.016279751245400972,0.37325888060430445,Low,serchhip,1.0,1.0,1.0,1.0,serchhip,0.7,0,0.004582662575747923,0.006084183236811567,Low
Lunglei,12,0,188482,4.0,0.06366655701870735,0.0,0.4318332785093537,Low,lunglei,1.0,5.0,5.0,5.0,lunglei,2.0,0,0.014061625494124963,0.008596900862452765,Low
Saiha,7,0,65651,4.0,0.10662442308571081,0.0,0.45331221154285545,Low,saiha,0.0,0.0,0.0,0.0,,0.0,0,0.004897867039371387,0.0022112523458222687,Low
Lawngtlai,12,2,149520,3.0,0.08025682182985554,0.01337613697164259,0.3468164794007491,Low,lawngtlai,1.0,1.0,1.0,1.0,lawngtlai,2.6,0,0.011154880804965801,0.009015247615089459,Low
Mon,0,0,228717,7.0,0.0,0.0,0.7000000000000001,Low,mon,0.0,0.0,0.0,0.0,,0.0,0,0.017063341847708424,0.0038371323424726154,Low
Longleng,0,0,30296,7.0,0.0,0.0,0.7000000000000001,Low,longleng,0.0,0.0,0.0,0.0,,0.0,0,0.002260221166848876,0.003813038141702474,Low
Mokokchung,0,0,168849,7.0,0.0,0.0,0.7000000000000001,Low,mokokchung,0.0,0.0,0.0,0.0,,0.0,0,0.012596913249315615,0.0038298625897160692,Low
Tuensang,0,0,197958,7.0,0.0,0.0,0.7000000000000001,Low,tuensang,0.0,0.0,0.0,0.0,,0.0,0,0.014768578747922822,0.0038333972865990497,Low
Kiphire,4,0,54731,19.0,0.07308472346567758,0.0,1.936542361732839,Low,kiphire,0.0,0.0,0.0,0.0,,0.0,0,0.004083184733390739,0.011866605029245388,Low
Peren,1,0,96231,4.0,0.010391661730627345,0.0,0.4051958308653137,Low,peren,2.0,2.0,3.0,4.0,peren,0.4,0,0.007179275914544302,0.009063331130651888,Low
Wokha,0,0,164833,4.0,0.0,0.0,0.4,Low,wokha,0.0,0.0,0.0,0.0,,0.0,0,0.01229730114850808,0.001876202921476411,Low
Zunheboto,4,0,135618,19.0,0.02949460986004808,0.0,1.914747304930024,Low,zunheboto,0.0,0.0,0.0,0.0,,0.0,0,0.010117727561582746,0.011734528796584246,Low
Phek,2,2,164195,4.0,0.01218063887450897,0.01218063887450897,0.412180638874509,Low,phek,1.0,1.0,1.0,1.0,phek,1.4,0,0.012249703409385767,0.007489415744272724,Low
Kohima,5,0,311382,6.0,0.016057447122826623,0.0,0.6080287235614134,Low,kohima,7.0,2.4285714285714284,7.0,17.0,kohima,0.4,0,0.023230531666745997,0.026686448665258506,Low
Dimapur,1,0,510639,4.0,0.0019583306406287023,0.0,0.40097916532031436,Low,dimapur,2.0,2.0,3.0,4.0,dimapur,0.4,0,0.03809602179886926,0.009086199655803283,Low
Bhadrak,68,0,1613470,23.0,0.04214519018017069,0.0,2.3210725950900857,Low,bhadrak,3.0,1.3333333333333333,2.0,4.0,bhadrak,1.2000000000000002,0,0.1203722948929118,0.026278426555987826,Low
Dhenkanal,140,0,1387551,28.0,0.10089719224734803,0.0,2.850448596123674,Low,dhenkanal,1.0,1.0,1.0,1.0,dhenkanal,1.2000000000000002,0,0.10351769673495922,0.023186961213516898,Low
Jajapur,33,0,2048302,30.0,0.016110905520767934,0.0,3.008055452760384,Low,jajapur,2.0,1.5,2.0,3.0,jajapur,0.4,0,0.15281276526600496,0.02624647901148488,Low
Subarnapur,26,0,663973,33.0,0.03915821878299268,0.0,3.319579109391497,Low,subarnapur,0.0,0.0,0.0,0.0,,0.0,0,0.04953544457407409,0.020944947295961205,Low
Nuapada,25,0,702602,34.0,0.03558202225442,0.0,3.4177910111272105,Low,nuapada,0.0,0.0,0.0,0.0,,0.0,0,0.05241734592917725,0.021589053794122015,Low
Balangir,25,0,2028038,32.0,0.012327185190810035,0.0,3.2061635925954053,Low,balangir,0.0,0.0,0.0,0.0,,0.0,0,0.15130097751432073,0.020372185246040366,Low
Baudh,30,0,520532,32.0,0.05763334434770581,0.0,3.228816672173853,Low,baudh,0.0,0.0,0.0,0.0,,0.0,0,0.03883408517369221,0.020336613794202547,Low
Cuttack,285,2,2887779,16.0,0.09869176276993497,0.0006925737738241049,1.6496921682718797,Low,cuttack,10.0,1.8,4.0,18.0,cuttack,3.9000000000000004,0,0.21544161674748086,0.0492437377448082,Low
Kandhamal,142,0,832740,26.0,0.1705214112448063,0.0,2.685260705622403,Low,kandhamal,1.0,1.0,1.0,1.0,kandhamal,0.4,0,0.06212624024563418,0.020742008135490046,Low
Nayagarh,36,0,1012257,29.0,0.03556409093738053,0.0,2.9177820454686905,Low,nayagarh,0.0,0.0,0.0,0.0,,0.0,0,0.0755190354400232,0.01837131005592675,Low
Khordha,28,0,2574912,29.0,0.010874158029478288,0.0,2.9054370790147397,Low,khordha,3.0,1.6666666666666667,2.0,5.0,khordha,0.8,0,0.1921002972396743,0.029548664664524226,Low
Kalahandi,149,0,1864838,22.0,0.07989970174352948,0.0,2.239949850871765,Low,kalahandi,1.0,4.0,4.0,4.0,kalahandi,0.0,0,0.13912550568867588,0.01731704915567072,Low
Jagatsinghapur,44,0,1268480,31.0,0.03468718466195762,0.0,3.117343592330979,Low,jagatsinghapur,0.0,0.0,0.0,0.0,,0.0,0,0.09463445160167884,0.019701683225461706,Low
Puri,267,0,1855870,22.0,0.1438678355703794,0.0,2.27193391778519,Low,puri,2.0,4.0,7.0,8.0,puri,0.0,0,0.1384564515751196,0.020779481465707076,Low
Nabarangapur,3,0,1425811,8.0,0.0021040656861253003,0.0,0.8010520328430627,Low,nabarangapur,0.0,0.0,0.0,0.0,,0.0,0,0.1063720689901625,0.00464040176983584,Low
Rayagada,31,0,1127993,31.0,0.02748244005060315,0.0,3.1137412200253016,Low,rayagada,0.0,0.0,0.0,0.0,,0.0,0,0.08415347420970967,0.019661170423275882,Low
Koraput,198,4,1573932,18.0,0.12579958981709502,0.002541405854890809,1.864170497835993,Low,koraput,9.0,2.7777777777777777,7.0,25.0,koraput,4.9,0,0.11742257795025036,0.048852931268154313,Low
Malkangiri,30,0,757865,29.0,0.03958488649033799,0.0,2.919792443245169,Low,malkangiri,0.0,0.0,0.0,0.0,,0.0,0,0.05654022031337218,0.01835350815610408,Low
Anugul,24,0,1393181,34.0,0.017226763787332733,0.0,3.408613381893667,Low,anugul,0.0,0.0,0.0,0.0,,0.0,0,0.10393772067110127,0.021613158960531863,Low
Kendrapara,57,0,1692082,24.0,0.03368631071071024,0.0,2.4168431553553553,Low,kendrapara,5.0,2.2,5.0,11.0,kendrapara,3.2,0,0.12623711224069117,0.0366773536777634,Low
Ganjam,391,2,3912072,23.0,0.09994703573962851,0.0005112380344738031,2.3502291368870516,Low,ganjam,6.0,7.666666666666667,31.0,46.0,ganjam,65.10000000000001,0,0.29185859323464536,0.1405196402757653,Low
Gajapati,25,0,638094,29.0,0.03917918049691738,0.0,2.919589590248459,Low,gajapati,3.0,3.0,7.0,9.0,gajapati,0.0,0,0.04760475195534944,0.028103503744234083,Low
Mayurbhanj,40,2,2891283,23.0,0.013834688614016684,0.0006917344307008341,2.307263211522359,Low,mayurbhanj,4.0,1.25,2.0,5.0,mayurbhanj,2.6,0,0.2157030312896197,0.03187767134139241,Low
Sundargarh,28,0,2361775,33.0,0.011855490044563939,0.0,3.305927745022282,Low,sundargarh,0.0,0.0,0.0,0.0,,0.0,0,0.17619929516551702,0.021062232659521167,Low
Kendujhar,54,3,2118363,20.0,0.025491381788673613,0.001416187877148534,2.0134537848329113,Low,kendujhar,5.0,1.8,3.0,9.0,kendujhar,2.1,0,0.15803963862125314,0.03231241308772103,Low
Baleshwar,220,5,2513933,16.0,0.08751227658016343,0.0019889153768218966,1.6447505959784927,Low,baleshwar,12.0,1.5,5.0,18.0,baleshwar,16.8,0,0.18755098292315472,0.07667334169781832,Low
Jharsuguda,44,0,621362,31.0,0.07081218355805473,0.0,3.1354060917790276,Low,jharsuguda,1.0,1.0,1.0,1.0,jharsuguda,0.8,0,0.04635646767479375,0.024298102462880257,Low
Bargarh,139,0,1562701,24.0,0.08894855765754293,0.0,2.4444742788287717,Low,bargarh,1.0,1.0,1.0,1.0,bargarh,0.0,0,0.11658469361156276,0.018611932044212895,Low
Debagarh,36,0,351390,32.0,0.10245026893195595,0.0,3.251225134465978,Low,debagarh,0.0,0.0,0.0,0.0,,0.0,0,0.02621531277459158,0.020461966870895968,Low
Sambalpur,191,0,1271970,21.0,0.15016077423209667,0.0,2.1750803871160485,Low,sambalpur,7.0,1.1428571428571428,2.0,8.0,sambalpur,1.2000000000000002,0,0.09489482167932284,0.038307612047763236,Low
Puducherry,6,0,1148821,4.0,0.005222745754125317,0.0,0.40261137287706267,Low,puducherry,0.0,0.0,0.0,0.0,,0.0,0,0.08570733895961488,0.0020126898151973747,Low
Karaikal,2,0,220595,5.0,0.009066388630748656,0.0,0.5045331943153744,Low,karaikal,0.0,0.0,0.0,0.0,,0.0,0,0.016457403231483623,0.002563545113578031,Low
Mahe,0,0,50846,7.0,0.0,0.0,0.7000000000000001,Low,mahe,0.0,0.0,0.0,0.0,,0.0,0,0.0037933458360707006,0.003815533521857933,Low
Yanam,0,0,47877,7.0,0.0,0.0,0.7000000000000001,Low,yanam,0.0,0.0,0.0,0.0,,0.0,0,0.003571844758556365,0.003815172997104573,Low
Gurdaspur,92,3,1740157,6.0,0.052868792873286725,0.0017239823763028279,0.6272963876247949,Low,gurdaspur,10.0,1.4,4.0,14.0,gurdaspur,2.5,0,0.12982372871138895,0.04016929895721059,Low
Hoshiarpur,77,1,1743086,7.0,0.04417452724650419,0.000573695159045509,0.722374111202775,Low,hoshiarpur,5.0,2.4,7.0,12.0,hoshiarpur,1.2000000000000002,0,0.1300422456046323,0.022396295389776315,Low
Amritsar,117,21,2748187,7.0,0.04257352210748395,0.007641401403907377,0.7251074617556957,Low,amritsar,9.0,2.0,7.0,18.0,amritsar,15.700000000000001,0,0.20502741047857512,0.059158115296916766,Low
Jalandhar,56,39,2446748,6.0,0.022887522540122645,0.01593952462615684,0.6194135235831398,Low,jalandhar,6.0,1.5,2.0,9.0,jalandhar,22.199999999999996,0,0.18253867241699082,0.05924720518394221,Low
Tarn Taran,5,0,1251033,6.0,0.003996697129492187,0.0,0.6019983485647462,Low,tarn taran,1.0,2.0,2.0,2.0,tarn taran,0.0,0,0.09333282502727917,0.0065785115957791036,Low
Rupnagar,48,6,716979,6.0,0.06694756750197704,0.00836844593774713,0.6376580067198622,Low,rupnagar,9.0,2.888888888888889,7.0,26.0,rupnagar,1.5999999999999999,0,0.053489936360778326,0.035392349167146134,Low
Shahid Bhagat Singh Nagar,5,0,636289,6.0,0.007858064495850157,0.0,0.6039290322479252,Low,shahid bhagat singh nagar,0.0,0.0,0.0,0.0,,0.0,0,0.047470090640120956,0.003261146601732552,Low
Fazilka,13,0,1143916,7.0,0.011364470817787319,0.0,0.7056822354088937,Low,fazilka,0.0,0.0,0.0,0.0,,0.0,0,0.08534140336338457,0.003985259284938899,Low
Moga,8,1,1027279,6.0,0.007787563067092777,0.0009734453833865971,0.6043805042252398,Low,moga,2.0,1.0,1.0,2.0,moga,0.0,0,0.076639745842994,0.009822137093477559,Low
Ludhiana,70,1,3965684,7.0,0.017651431631970676,0.0002521633090281525,0.7089517974704995,Low,ludhiana,4.0,2.75,7.0,11.0,ludhiana,0.4,0,0.29585829541305514,0.018021396471834067,Low
Sahibzada Ajit Singh Nag*,0,0,1662669,10.0,0.0,0.0,1.0,Low,sahibzada ajit singh nag*,0.0,0.0,0.0,0.0,,0.0,0,0.12404276694162443,0.005964428697718451,Low
Faridkot,15,1,659286,5.0,0.02275188613136029,0.0015167924087573527,0.5121343392700588,Low,faridkot,4.0,3.25,7.0,13.0,faridkot,0.7,0,0.049185772782120676,0.016826800085926668,Low
Fatehgarh Sahib,37,1,640240,5.0,0.057790828439335244,0.0015619142821441958,0.5296763713607398,Low,fatehgarh sahib,3.0,3.3333333333333335,7.0,10.0,fatehgarh sahib,1.2000000000000002,0,0.04776485344148813,0.0144972310145054,Low
Sri Muktsar Sahib,6,0,1149045,7.0,0.005221727608579298,0.0,0.7026108638042897,Low,sri muktsar sahib,1.0,1.0,1.0,1.0,sri muktsar sahib,0.0,0,0.08572405039153244,0.0072211723853580385,Low
Sangrur,44,1,1835441,7.0,0.023972440410778662,0.0005448281911540605,0.7122586343009665,Low,sangrur,4.0,1.75,2.0,7.0,sangrur,2.0,0,0.13693235406331752,0.020388480467920002,Low
Barnala,6,0,684088,7.0,0.008770801417361508,0.0,0.7043854007086808,Low,barnala,0.0,0.0,0.0,0.0,,0.0,0,0.05103611623934889,0.0039209793754192345,Low
Bathinda,24,5,1697487,7.0,0.014138547158240387,0.002945530657966747,0.7085420389081036,Low,bathinda,9.0,3.6666666666666665,14.0,33.0,bathinda,3.4,0,0.1266403501403089,0.03890266565204982,Low
Patiala,80,74,2269761,5.0,0.03524600167154163,0.03260255154617601,0.5339242766088588,Low,patiala,14.0,2.0714285714285716,7.0,29.0,patiala,28.0,0,0.169334626877742,0.09415175448021487,Low
Mansa,37,0,742955,5.0,0.049801131966269827,0.0,0.524900565983135,Low,mansa,3.0,1.3333333333333333,2.0,4.0,mansa,0.0,0,0.05542786562636014,0.012525438427402275,Low
Firozpur,79,1,1057444,8.0,0.07470844791780935,0.0009456765559216375,0.8378270622368655,Low,firozpur,6.0,2.1666666666666665,7.0,13.0,ferozepur,2.4000000000000004,0,0.07889019380635538,0.028273161684461645,Low
Pathankot,6,0,713016,7.0,0.008414958430105354,0.0,0.7042074792150528,Low,pathankot,1.0,2.0,2.0,2.0,pathankot,0.0,0,0.05319427830412986,0.0071786204002582486,Low
Kapurthala,85,2,865875,6.0,0.09816659448534719,0.0023098022231846397,0.650238198354266,Low,kapurthala,5.0,2.4,7.0,12.0,kapurthala,0.3,0,0.06459826389111667,0.020355250771769907,Low
Churu,43,14,2206492,25.0,0.019487947384354894,0.006344913101882989,2.512916430243119,Low,churu,1.0,7.0,7.0,7.0,churu,3.6,0,0.16461446801170815,0.024995221053759405,Low
Jhunjhunun,22,2,2449782,6.0,0.008980390908252244,0.0008163991734774768,0.604898395040865,Low,jhunjhunun,1.0,1.0,1.0,1.0,jhunjhunu,0.0,0,0.18276502279394552,0.006742956282067852,Low
Jaisalmer,64,14,848518,7.0,0.0754256244416736,0.0164993553466161,0.7459624898941449,Low,jaisalmer,0.0,0.0,0.0,0.0,,0.0,0,0.06330335173132673,0.004211636748596785,Low
Sikar,87,2,3026385,6.0,0.02874716865170823,0.0006608544517634075,0.6147040115517359,Low,sikar,2.0,1.0,1.0,2.0,sikar,0.8,0,0.22578226287410666,0.011434214540659855,Low
Alwar,102,15,4491235,14.0,0.022710902457787223,0.003339838596733415,1.4130253705272604,Low,alwar,8.0,2.625,14.0,21.0,alwar,23.5,0,0.33506682110814995,0.07328884445014862,Low
Jaipur,190,14,8193632,12.0,0.023188739743254274,0.0017086439810818938,1.2124486918621682,Low,jaipur,17.0,1.411764705882353,7.0,24.0,jaipur,56.1,0,0.6112826934172924,0.1547913091399221,Low
Jodhpur,154,9,4624883,13.0,0.03329813965023548,0.001945995174364411,1.3176220674123,Low,jodhpur,8.0,1.125,2.0,9.0,jodhpur,8.0,0,0.3450375775943864,0.04745547133034488,Low
Bharatpur,98,252,2952552,5.0,0.03319162541421794,0.0853498939222747,0.5592707596682464,Low,bharatpur,6.0,1.0,1.0,6.0,bharatpur,3.8000000000000003,0,0.220273980942104,0.028968423496715266,Low
Nagaur,30,0,3826407,24.0,0.007840253271541683,0.0,2.403920126635771,Low,nagaur,1.0,1.0,1.0,1.0,nagaur,0.8,0,0.28546758959528346,0.019924897053254155,Low
Dausa,17,3,2162212,30.0,0.00786231877355227,0.0013874680188621653,3.0046248933962074,Low,dausa,2.0,1.0,1.0,2.0,dausa,1.1,0,0.1613109760237207,0.027377326496409452,Low
Karauli,10,3,1777972,35.0,0.005624385535880205,0.0016873156607640615,3.503655850598322,Low,karauli,3.0,1.0,1.0,3.0,karauli,2.9000000000000004,0,0.13264490191657743,0.036764690692849517,Low
Dhaulpur,62,0,1501877,21.0,0.04128167619585359,0.0,2.120640838097927,Low,dhaulpur,0.0,0.0,0.0,0.0,,0.0,0,0.11204694300909326,0.01324091815621793,Low
Barmer,85,8,3345308,20.0,0.02540872170813569,0.002391409101942183,2.0139000654050387,Low,barmer,3.0,1.0,1.0,3.0,barmer,9.700000000000001,0,0.24957538788054132,0.03832382220246852,Low
Sawai Madhopur,121,254,1511281,22.0,0.08006452803945792,0.16806933985142405,2.324066933945441,Low,sawai madhopur,2.0,4.5,8.0,9.0,sawai madhopur,0.8,0,0.11274852473120334,0.022379168626836747,Low
Tonk,137,252,1641156,21.0,0.0834777437367319,0.15355030234785724,2.2185140230422946,Low,tonk,4.0,1.0,1.0,4.0,tonk,2.4000000000000004,0,0.12243779803607849,0.030822532036150357,Low
Pali,136,8,2254626,18.0,0.060320425649309464,0.0035482603323123215,1.831934342990811,Low,pali,4.0,1.0,1.0,4.0,pali,4.2,0,0.16820548615420564,0.03130992815409305,Low
Bhilwara,85,4,2821404,20.0,0.030126844648976185,0.0014177338658341735,2.0157722892574053,Low,bhilwara,3.0,1.6666666666666667,3.0,5.0,bhilwara,1.8,0,0.21048973597280454,0.02541401157544505,Low
Jalor,113,4,2252706,25.0,0.05016189418415009,0.0017756422720053128,2.525968768228078,Low,jalor,3.0,1.0,1.0,3.0,jaloree,4.6000000000000005,0,0.16806224530919806,0.03322402770358587,Low
Bundi,137,4,1323567,17.0,0.10350817147904111,0.0030221363935486454,1.7532651539362951,Low,bundi,5.0,1.0,1.0,5.0,bundi,4.300000000000001,0,0.0987441955750814,0.034102739432580506,Low
Kota,206,266,2286428,12.0,0.0900968672532002,0.11633867324927791,1.3032177702512393,Low,kota,11.0,1.8181818181818181,8.0,20.0,kota,5.3,0,0.17057806185885732,0.05244895624651159,Low
Sirohi,71,6,1264133,22.0,0.056164976311827944,0.004746336026351657,2.23045565616909,Low,sirohi,4.0,1.0,1.0,4.0,sirohi,2.0,0,0.09431014537602886,0.0302034397925825,Low
Baran,43,4,1450001,19.0,0.029655151961964166,0.002758618787159457,1.916206885374562,Low,baran,4.0,1.0,1.0,4.0,baran,5.2,0,0.10817675442804453,0.03338852869662305,Low
Udaipur,97,6,3607694,14.0,0.026886980991181624,0.0016631122262586572,1.4142750466087202,Low,udaipur,12.0,1.1666666666666667,3.0,14.0,udaipur,12.4,0,0.26915059223375,0.06814399809671681,Low
Jhalawar,35,6,1669164,17.0,0.020968580678711022,0.003594613830636175,1.7122815972546739,Low,jhalawar,6.0,1.0,1.0,6.0,jhalawar,4.0,0,0.12452732386262666,0.03664487239346993,Low
Dungarpur,10,3,1670388,30.0,0.005986633045735482,0.0017959899137206445,3.003891311479728,Low,dungarpur,1.0,1.0,1.0,1.0,dungarpur,0.4,0,0.124618639901319,0.022918191406205244,Low
Banswara,72,8,2229890,17.0,0.03228858822632506,0.003587620914036118,1.7179381045701807,Low,banswara,7.0,1.0,1.0,7.0,banswara,6.4,0,0.16636006660102456,0.043911418975210774,Low
Ajmer,135,23,2985855,4.0,0.045213180144380756,0.0077029862468204245,0.42645808319560063,Low,ajmer,8.0,1.0,1.0,8.0,ajmer,12.500000000000002,0,0.22275853816152463,0.0487788512002088,Low
Rajsamand,17,0,1353032,32.0,0.012564373939419024,0.0,3.20628218696971,Low,rajsamand,2.0,1.0,1.0,2.0,rajsamand,2.8000000000000003,0,0.10094242031370043,0.031358966297297064,Low
Chittaurgarh,4,0,1838803,10.0,0.002175328189044721,0.0,1.0010876640945223,Low,chittaurgarh,0.0,0.0,0.0,0.0,,0.0,0,0.13718317475129435,0.0059928979118327565,Low
Ganganagar,31,1,2163051,21.0,0.014331608454909292,0.0004623099501583643,2.107396959202534,Low,ganganagar,8.0,1.375,4.0,11.0,ganganagar,3.5,0,0.16137356928880472,0.044974024173094214,Low
Hanumangarh,12,0,2002775,7.0,0.005991686534932781,0.0,0.7029958432674664,Low,hanumangarh,1.0,1.0,1.0,1.0,hanumangarh,0.8,0,0.14941624133336934,0.008629461663781866,Low
Bikaner,61,23,3124233,14.0,0.019524792164988976,0.007361806881881089,1.4134432995234352,Low,bikaner,9.0,1.0,1.0,9.0,bikaner,8.0,0,0.2330821744378058,0.05115238570247444,Low
Pratapgarh,165,9,1070109,23.0,0.15418990028118632,0.008410358197155618,2.3813001292391713,Low,pratapgarh,9.0,1.1111111111111112,2.0,10.0,pratapgarh,6.0,0,0.07983506115115803,0.053948970268995346,Low
North  District,88,16,44583,3.0,1.9738465334320257,0.35888118789673196,1.466363860664379,Low,north  district,0.0,0.0,0.0,0.0,,0.0,0,0.0033260971838402244,0.008804241139432279,Low
West District,23,12,133590,3.0,0.17216857549217757,0.08982708286548394,0.4309978291788308,Low,west district,0.0,0.0,0.0,0.0,,0.0,0,0.009966429419043483,0.0020742227343570965,Low
South District,19,4,164403,4.0,0.11556966722018454,0.024330456256880954,0.46995006173853276,Low,south district,0.0,0.0,0.0,0.0,,0.0,0,0.012265221167594922,0.002331565714867874,Low
East District,146,8,337891,2.0,0.43209200600193554,0.02367627430147592,0.4278841401517057,Low,east district,0.0,0.0,0.0,0.0,,0.0,0,0.025208225187738763,0.002078759040895076,Low
Adilabad,174,0,802880,8.0,0.2167198086887206,0.0,0.9083599043443603,Low,adilabad,5.0,2.0,4.0,10.0,adilabad,23.600000000000005,0,0.059898546687339106,0.059952211404628517,Low
Hyderabad,101,4,3345250,7.0,0.03019206337343995,0.0011957252821164339,0.7156938943277783,Low,hyderabad,20.0,4.65,30.0,93.0,hyderabad,11.0,0,0.24957106081334837,0.08732755851320673,Low
Jagitial,1,0,1063443,14.0,0.0009403418895041859,0.0,1.4004701709447522,Low,jagitial,0.0,0.0,0.0,0.0,,0.0,0,0.07933774684239732,0.00849895529409963,Low
Jangoan,1,0,609289,14.0,0.0016412572687181288,0.0,1.4008206286343592,Low,jangoan,0.0,0.0,0.0,0.0,,0.0,0,0.04545576625720177,0.008446089194589796,Low
Mulugu,17,0,308187,8.0,0.05516131439677858,0.0,0.8275806571983894,Low,mulugu,3.0,3.6666666666666665,8.0,11.0,mulugu,6.4,0,0.02299216994810056,0.024860182988977488,Low
Jogulamba Gadwal,1,0,677578,34.0,0.0014758448473828844,0.0,3.400737922423692,Low,jogulamba gadwal,1.0,92.0,92.0,92.0,jogulamba gadwal,0.0,0,0.050550440249245036,0.02473027643025451,Low
Kamareddy,6,1,1051890,20.0,0.005704018481019878,0.0009506697468366465,2.003327344113928,Low,kamareddy,0.0,0.0,0.0,0.0,,0.0,0,0.07847583982032823,0.01242249826558236,Low
Karimnagar,140,1,1113366,7.0,0.12574481347553276,0.0008981772391109483,0.763321495357322,Low,karimnagar,11.0,2.4545454545454546,7.0,27.0,karimnagar,11.200000000000001,0,0.08306223262641489,0.05839457308716615,Low
Khammam,177,0,1521069,7.0,0.1163655297688665,0.0,0.7581827648844333,Low,khammam,7.0,2.7142857142857144,8.0,19.0,khammam,2.6000000000000005,0,0.11347875462231492,0.031391744830259194,Low
Kumuram Bheem Asifabad,1,0,561927,1.0,0.0017795905873894651,0.0,0.10088979529369474,Low,kumuram bheem asifabad,3.0,1.0,1.0,3.0,kumuram bheem asifabad,1.2000000000000002,0,0.041922342871134416,0.011696075033827443,Low
Mahabubabad,4,0,802801,8.0,0.004982554829901806,0.0,0.802491277414951,Low,mahabubabad,3.0,5.666666666666667,8.0,17.0,mahabubabad,0.8,0,0.0598926529234039,0.015642094869307562,Low
Mahabubnagar,40,0,1071711,6.0,0.037323494860088215,0.0,0.6186617474300442,Low,mahabubnagar,9.0,2.111111111111111,8.0,19.0,mahabubnagar,1.6,0,0.07995457773121124,0.03531174762480406,Low
